Cod DCI,Denumirea Comuna Internationala (DCI),Cod DCI_sec,Denumirea comună internațională (DCI),Cod DC,Cod DC_sec,Denumirea comercială (DC),Cod ATC,coverage_type,Grupa maladiilor pentru compensare,"Cod CIM 
de diagnostic/limitare indicație",Firma producătoare,manufacturer_label,Ţara
404,KETOPROFENUM,,,4045003,,Ketoprofen,M01AE03,Full,Pentru tratamentul în Îngrijiri paliative,,"Farmaprim SRL, Republica Moldova(PROD: Farmaprim SRL, Republica Moldova; )",Farmaprim,Republica Moldova
857,MELOXICAMUM,957,,8576001,9576001,Remelox,M01AC06,Full,pentru tratamentul episodic,,"Farmaprim SRL, Republica Moldova(PROD: Farmaprim SRL, Republica Moldova; )",Farmaprim,Republica Moldova
405,MELOXICAMUM,,,4056001,,Remelox,M01AC06,Full,Pentru tratamentul în Îngrijiri paliative,,"Farmaprim SRL, Republica Moldova(PROD: Farmaprim SRL, Republica Moldova; )",Farmaprim,Republica Moldova
27,MESALAZINUM,,,275001,,Mesalazol,A07EC02,Partial,Pentru tratamentul maladiilor aparatului digestiv,,"Farmaprim SRL, Republica Moldova(PROD: Farmaprim SRL, Republica Moldova; )",Farmaprim,Republica Moldova
27,MESALAZINUM,,,274002,,Mesalazol,A07EC02,Partial,Pentru tratamentul maladiilor aparatului digestiv,,"Farmaprim SRL, Republica Moldova(PROD: Farmaprim SRL, Republica Moldova; )",Farmaprim,Republica Moldova
,PARACETAMOLUM,205,,,2054003,Paracetamol,N02BE01,Full,pentru tratamentul episodic,,"Farmaprim SRL, Republica Moldova(PROD: Farmaprim SRL, Republica Moldova; )",Farmaprim,Republica Moldova
,PARACETAMOLUM,205,,,2056002,Paracetamol,N02BE01,Full,pentru tratamentul episodic,,"Farmaprim SRL, Republica Moldova(PROD: Farmaprim SRL, Republica Moldova; )",Farmaprim,Republica Moldova
,PARACETAMOLUM,205,,,2051302,Paracetamol,N02BE01,Full,pentru tratamentul episodic,,"Farmaprim SRL, Republica Moldova(PROD: Farmaprim SRL, Republica Moldova; )",Farmaprim,Republica Moldova
407,PARACETAMOLUM,,,4071302,,Paracetamol,N02BE01,Full,Pentru tratamentul în Îngrijiri paliative,,"Farmaprim SRL, Republica Moldova(PROD: Farmaprim SRL, Republica Moldova; )",Farmaprim,Republica Moldova
60,ACECLOFENACUM,,ACECLOFENACUM,601002,,Airtal,M01AB16,Partial,Pentru tratamentul maladiilor aparatului locomotor,"M069-Artrita reumatoida, fara precizare
M199-Artroza, fara precizare",Gedeon Richter PLC,Gedeon Richter,Ungaria
60,ACECLOFENACUM,,ACECLOFENACUM,601002,,Airtal,M01AB16,Partial,Pentru tratamentul maladiilor aparatului locomotor,"M069-Artrita reumatoida, fara precizare
M109-Guta, fara precizare",Gedeon Richter PLC,Gedeon Richter,Ungaria
819,ACECLOFENACUM,,ACECLOFENACUM,8191002,,Airtal,M01AB16,Full,pentru tratamentul episodic,"M069-Artrita reumatoida, fara precizare
M199-Artroza, fara precizare",Gedeon Richter PLC,Gedeon Richter,Ungaria
819,ACECLOFENACUM,,ACECLOFENACUM,8191002,,Airtal,M01AB16,Full,pentru tratamentul episodic,"M069-Artrita reumatoida, fara precizare
M109-Guta, fara precizare",Gedeon Richter PLC,Gedeon Richter,Ungaria
7,AMLODIPINUM,,,71001,,Normodipine®,C08CA01,Partial,Pentru tratamentul maladiilor cardiovasculare,,Gedeon Richter PLC,Gedeon Richter,Ungaria
7,AMLODIPINUM,,,72001,,Normodipine®,C08CA01,Partial,Pentru tratamentul maladiilor cardiovasculare,,Gedeon Richter PLC,Gedeon Richter,Ungaria
42,BROMOCRIPTINUM,,,421001,,Bromocriptin-Richter,G02CB01,Partial,Pentru tratamentul bolilor endocrine,,Gedeon Richter PLC,Gedeon Richter,Ungaria
36,FAMOTIDINUM,929,,361008,9291008,Quamatel®,A02BA03,Full,pentru tratamentul episodic,,Gedeon Richter PLC,Gedeon Richter,Ungaria
36,FAMOTIDINUM,929,,362004,9292004,Quamatel®,A02BA03,Full,pentru tratamentul episodic,,Gedeon Richter PLC,Gedeon Richter,Ungaria
36,FAMOTIDINUM,929,,364001,9294001,Quamatel®,A02BA03,Full,pentru tratamentul episodic,,Gedeon Richter PLC,Gedeon Richter,Ungaria
833,GABAPENTINUM,933,,8331002,9331002,Tebantin®,N03AX12,Full,pentru tratamentul episodic,,Gedeon Richter PLC,Gedeon Richter,Ungaria
833,GABAPENTINUM,933,,8331002,9331002,Tebantin®,N03AX12,Full,pentru tratamentul episodic,,Gedeon Richter PLC,Gedeon Richter,Ungaria
413,GABAPENTINUM,,,4131002,,Tebantin®,N03AX12,Full,Pentru tratamentul în Îngrijiri paliative,,Gedeon Richter PLC,Gedeon Richter,Ungaria
413,GABAPENTINUM,,,4131002,,Tebantin®,N03AX12,Full,Pentru tratamentul în Îngrijiri paliative,,Gedeon Richter PLC,Gedeon Richter,Ungaria
8,LISINOPRILUM,,,82002,,Diroton®,C09AA03,Partial,Pentru tratamentul maladiilor cardiovasculare,,Gedeon Richter PLC,Gedeon Richter,Ungaria
8,LISINOPRILUM,,,83002,,Diroton®,C09AA03,Partial,Pentru tratamentul maladiilor cardiovasculare,,Gedeon Richter PLC,Gedeon Richter,Ungaria
8,LISINOPRILUM,,,84002,,Diroton®,C09AA03,Partial,Pentru tratamentul maladiilor cardiovasculare,,Gedeon Richter PLC,Gedeon Richter,Ungaria
12,SPIRONOLACTONUM,,,121003,,Verospiron,C03DA01,Partial,Pentru tratamentul maladiilor cardiovasculare,,Gedeon Richter PLC,Gedeon Richter,Ungaria
12,SPIRONOLACTONUM,,,122009,,Verospiron,C03DA01,Partial,Pentru tratamentul maladiilor cardiovasculare,,Gedeon Richter PLC,Gedeon Richter,Ungaria
869,SPIRONOLACTONUM,,,8691003,,Verospiron,C03DA01,Full,pentru tratamentul episodic,,Gedeon Richter PLC,Gedeon Richter,Ungaria
869,SPIRONOLACTONUM,,,8692009,,Verospiron,C03DA01,Full,pentru tratamentul episodic,,Gedeon Richter PLC,Gedeon Richter,Ungaria
410,SPIRONOLACTONUM,,,4101003,,Verospiron,C03DA01,Full,Pentru tratamentul în Îngrijiri paliative,,Gedeon Richter PLC,Gedeon Richter,Ungaria
410,SPIRONOLACTONUM,,,4102009,,Verospiron,C03DA01,Full,Pentru tratamentul în Îngrijiri paliative,,Gedeon Richter PLC,Gedeon Richter,Ungaria
28,ESCITALOPRAMUM,,,281003,,Lenuxin®,N06AB10,Partial,Pentru tratamentul depresiei,,"Gedeon Richter PLC (prod.: Gedeon Richter Poland Co., Ltd, Polonia)",Gedeon Richter,Ungaria
653,ESCITALOPRAMUM,753,,6531003,7531003,Lenuxin®,N06AB10,Full,pentru tratamentul episodic,,"Gedeon Richter PLC (prod.: Gedeon Richter Poland Co., Ltd, Polonia)",Gedeon Richter,Ungaria
382,DESLORATADIINUM,,,3822002,,Lordestin 5 mg,R06AX27,Full,Pentru tratamentul epidermolizei buloase,,"Gedeon Richter PLC (prod.: Gedeon Richter-Rus SAÎ, Rusia)",Gedeon Richter,Ungaria
865,PREGABALINUM,,,8651001,,Pregabalin-Richter,N03AX16,Full,pentru tratamentul episodic,,"Gedeon Richter PLC (prod.: Gedeon Richter-Rus SAÎ, Rusia)",Gedeon Richter,Ungaria
865,PREGABALINUM,,,8652001,,Pregabalin-Richter,N03AX16,Full,pentru tratamentul episodic,,"Gedeon Richter PLC (prod.: Gedeon Richter-Rus SAÎ, Rusia)",Gedeon Richter,Ungaria
865,PREGABALINUM,,,8653001,,Pregabalin-Richter,N03AX16,Full,pentru tratamentul episodic,,"Gedeon Richter PLC (prod.: Gedeon Richter-Rus SAÎ, Rusia)",Gedeon Richter,Ungaria
17,BISOPROLOLUM,,,171012,,Bidop® 5 mg,C07AB07,Partial,Pentru tratamentul maladiilor cardiovasculare,,"Gedeon Richter PLC (prod.: Niche Generics Limited, Irlanda)",Gedeon Richter,Ungaria
17,BISOPROLOLUM,,,172012,,Bidop®,C07AB07,Partial,Pentru tratamentul maladiilor cardiovasculare,,"Gedeon Richter PLC (prod.: Niche Generics Limited, Irlanda)",Gedeon Richter,Ungaria
17,BISOPROLOLUM,,,173001,,Bidop®,C07AB07,Partial,Pentru tratamentul maladiilor cardiovasculare,,"Gedeon Richter PLC (prod.: Niche Generics Limited, Irlanda)",Gedeon Richter,Ungaria
39,LOSARTANUM,,,391003,,Sentor®,C09CA01,Partial,Pentru tratamentul maladiilor cardiovasculare,,"Gedeon Richter PLC (prod.: Uzina farmaceutică Polfa din Grodzisk SAD, Polonia)",Gedeon Richter,Ungaria
39,LOSARTANUM,,,392003,,Sentor®,C09CA01,Partial,Pentru tratamentul maladiilor cardiovasculare,,"Gedeon Richter PLC (prod.: Uzina farmaceutică Polfa din Grodzisk SAD, Polonia)",Gedeon Richter,Ungaria
40,LOSARTANUM+HYDROCHLORTHIAZIDUM,,,401002,,Co-Sentor®,C09DA01,Partial,Pentru tratamentul maladiilor cardiovasculare,,"Gedeon Richter PLC, Ungaria(PROD: Gedeon Richter PLC, Ungaria; ,Gedeon Richter Polska Sp z.o.o, Polonia; )",Gedeon Richter,Ungaria
40,LOSARTANUM+HYDROCHLORTHIAZIDUM,,,402002,,Co-Sentor®,C09DA01,Partial,Pentru tratamentul maladiilor cardiovasculare,,"Gedeon Richter PLC, Ungaria(PROD: Gedeon Richter PLC, Ungaria; ,Gedeon Richter Polska Sp z.o.o, Polonia; )",Gedeon Richter,Ungaria
59,MEMANTINUM,,,591002,,Memantine-Richter,N06DX01,Partial,Pentru tratamentul demenței(bolii Alzheimer),,"Gedeon Richter PLC, Ungaria(PROD: Gedeon Richter PLC, Ungaria; ,Gedeon Richter Polska Sp z.o.o, Polonia; )",Gedeon Richter,Ungaria
59,MEMANTINUM,,,591002,,Memantine-Richter,N06DX01,Partial,Pentru tratamentul demenței(bolii Alzheimer),,"Gedeon Richter PLC, Ungaria(PROD: Gedeon Richter PLC, Ungaria; ,Gedeon Richter Polska Sp z.o.o, Polonia; )",Gedeon Richter,Ungaria
654,MEMANTINUM,754,,6541002,7541002,Memantine-Richter,N06DX01,Full,pentru tratamentul episodic,,"Gedeon Richter PLC, Ungaria(PROD: Gedeon Richter PLC, Ungaria; ,Gedeon Richter Polska Sp z.o.o, Polonia; )",Gedeon Richter,Ungaria
654,MEMANTINUM,754,,6541002,7541002,Memantine-Richter,N06DX01,Full,pentru tratamentul episodic,,"Gedeon Richter PLC, Ungaria(PROD: Gedeon Richter PLC, Ungaria; ,Gedeon Richter Polska Sp z.o.o, Polonia; )",Gedeon Richter,Ungaria
525,ARIPIPRAZOLUM,,,5251001,,Amdoal®,N05AX12,Full,Pentru tratamentul bolilor psihice,,"Gedeon Richter PLC, Ungaria(PROD: Gedeon Richter PLC, Ungaria; )",Gedeon Richter,Ungaria
525,ARIPIPRAZOLUM,,,5252001,,Amdoal®,N05AX12,Full,Pentru tratamentul bolilor psihice,,"Gedeon Richter PLC, Ungaria(PROD: Gedeon Richter PLC, Ungaria; )",Gedeon Richter,Ungaria
85,LISINOPRILUM+AMLODIPINUM,,,851001,,Ekvator® 10 mg/5 mg,C09BB03,Partial,Pentru tratamentul maladiilor cardiovasculare,,"Gedeon Richter PLC, Ungaria(PROD: Gedeon Richter PLC, Ungaria; )",Gedeon Richter,Ungaria
61,ROSUVASTATINUM,,,611004,,Mertenil®,C10AA07,Partial,Pentru tratamentul maladiilor cardiovasculare,,"Gedeon Richter PLC, Ungaria(PROD: Gedeon Richter PLC, Ungaria; )",Gedeon Richter,Ungaria
61,ROSUVASTATINUM,,,612009,,Mertenil®,C10AA07,Partial,Pentru tratamentul maladiilor cardiovasculare,,"Gedeon Richter PLC, Ungaria(PROD: Gedeon Richter PLC, Ungaria; )",Gedeon Richter,Ungaria
61,ROSUVASTATINUM,,,613009,,Mertenil®,C10AA07,Partial,Pentru tratamentul maladiilor cardiovasculare,,"Gedeon Richter PLC, Ungaria(PROD: Gedeon Richter PLC, Ungaria; )",Gedeon Richter,Ungaria
80,TAMSULOSINUM,,,801004,,Tamsol®,G04CA02,Partial,Pentru tratamentul hiperplaziei benigne de prostată,,"Gedeon Richter PLC, Ungaria(PROD: Gedeon Richter PLC, Ungaria; )",Gedeon Richter,Ungaria
67,ACIDUM ALENDRONICUM,,,671002,,Ostalon,M05BA04,Partial,Pentru tratamentul osteoporozei,,"Gedeon Richter PLC, Ungaria(PROD: Gedeon Richter Polska Sp z.o.o, Polonia; )",Gedeon Richter,Ungaria
72,RIVAROXABANUM,,,721010,,Kardatuxan®,B01AF01,Partial,Pentru tratamentul maladiilor cardiovasculare,,"Gedeon Richter PLC, Ungaria(PROD: Gedeon Richter Polska Sp z.o.o, Polonia; )",Gedeon Richter,Ungaria
72,RIVAROXABANUM,,,722010,,Kardatuxan®,B01AF01,Partial,Pentru tratamentul maladiilor cardiovasculare,,"Gedeon Richter PLC, Ungaria(PROD: Gedeon Richter Polska Sp z.o.o, Polonia; )",Gedeon Richter,Ungaria
72,RIVAROXABANUM,,,723010,,Kardatuxan®,B01AF01,Partial,Pentru tratamentul maladiilor cardiovasculare,,"Gedeon Richter PLC, Ungaria(PROD: Gedeon Richter Polska Sp z.o.o, Polonia; )",Gedeon Richter,Ungaria
272,RIVAROXABANUM,,,2721010,,Kardatuxan®,B01AF01,Full,Pentru tratament şi profilaxie la copii de vîrsta 0-18 ani,,"Gedeon Richter PLC, Ungaria(PROD: Gedeon Richter Polska Sp z.o.o, Polonia; )",Gedeon Richter,Ungaria
272,RIVAROXABANUM,,,2722010,,Kardatuxan®,B01AF01,Full,Pentru tratament şi profilaxie la copii de vîrsta 0-18 ani,,"Gedeon Richter PLC, Ungaria(PROD: Gedeon Richter Polska Sp z.o.o, Polonia; )",Gedeon Richter,Ungaria
272,RIVAROXABANUM,,,2723010,,Kardatuxan®,B01AF01,Full,Pentru tratament şi profilaxie la copii de vîrsta 0-18 ani,,"Gedeon Richter PLC, Ungaria(PROD: Gedeon Richter Polska Sp z.o.o, Polonia; )",Gedeon Richter,Ungaria
3,INDAPAMIDUM,,,32009,,"Impamid® SR 1,5 mg",C03BA11,Partial,Pentru tratamentul maladiilor cardiovasculare,,Gedeon Richter România SA,Gedeon Richter,România
36,FAMOTIDINUM,929,,363001,9293001,Quamatel® Mini,A02BA03,Full,pentru tratamentul episodic,,Gedeon Richter SA,Gedeon Richter,Ungaria
57,TELMISARTANUM,,,571006,,Hypotel®,C09CA07,Partial,Pentru tratamentul maladiilor cardiovasculare,,"Gladpharm SRL, Ucraina(PROD: Kusum Pharm SRL, Ucraina; )",Gladpharm,Ucraina
57,TELMISARTANUM,,,572006,,Hypotel®,C09CA07,Partial,Pentru tratamentul maladiilor cardiovasculare,,"Gladpharm SRL, Ucraina(PROD: Kusum Pharm SRL, Ucraina; )",Gladpharm,Ucraina
817,CEFUROXIMUM,225,,8175004,2255004,Zinacef™,J01DC02,Full,pentru tratamentul episodic,,"Glaxo Operations UK Limited (Glaxo Wellcome Operations) (prod.: GlaxoSmithKline Manufacturing SpA, Italia)",Glaxo Wellcome,Marea Britanie
58,SALMETEROLUM+FLUTICASONUM,,,581001,,Seretide® Diskus®,R03AK06,Partial,Pentru tratamentul maladiilor respiratorii,,"Glaxo Wellcome UK Ltd (prod.: Aspen Bad Oldesloe GmbH, Germania; Glaxo Operation UK Ltd. T/A Glaxo Wellcome Operations, Marea Britanie; Glaxo Wellcome Production, Franţa)",Glaxo Wellcome,Marea Britanie
58,SALMETEROLUM+FLUTICASONUM,,,582001,,Seretide® Diskus®,R03AK06,Partial,Pentru tratamentul maladiilor respiratorii,,"Glaxo Wellcome UK Ltd (prod.: Aspen Bad Oldesloe GmbH, Germania; Glaxo Operation UK Ltd. T/A Glaxo Wellcome Operations, Marea Britanie; Glaxo Wellcome Production, Franţa)",Glaxo Wellcome,Marea Britanie
58,SALMETEROLUM+FLUTICASONUM,,,583001,,Seretide® Diskus®,R03AK06,Partial,Pentru tratamentul maladiilor respiratorii,,"Glaxo Wellcome UK Ltd (prod.: Aspen Bad Oldesloe GmbH, Germania; Glaxo Operation UK Ltd. T/A Glaxo Wellcome Operations, Marea Britanie; Glaxo Wellcome Production, Franţa)",Glaxo Wellcome,Marea Britanie
,CEFUROXIMUM,225,,,2251002,Zinnat®,J01DC02,Full,pentru tratamentul episodic,,"Glaxo Wellcome UK Ltd (prod.: Glaxo Operations UK Limited (Glaxo Wellcome Operations), Marea Britanie)",Glaxo Wellcome,Marea Britanie
23,SALBUTAMOLUM,,,231001,,Ventolin 100 Inhaler CFC-free,R03AC02,Full,Pentru tratamentul astmului bronşic,,"Glaxo Wellcome UK Ltd (prod.: Glaxo Wellcome Production, Franţa; GlaxoSmithKline Pharmaceuticals SA, Polonia)",Glaxo Wellcome,Marea Britanie
871,SALBUTAMOLUM,971,,8711001,9711001,Ventolin 100 Inhaler CFC-free,R03AC02,Full,pentru tratamentul episodic,,"Glaxo Wellcome UK Ltd (prod.: Glaxo Wellcome Production, Franţa; GlaxoSmithKline Pharmaceuticals SA, Polonia)",Glaxo Wellcome,Marea Britanie
48,FLUTICASONUM,,,481003,,Flixotide™ Evohaler™,R03BA05,Partial,Pentru tratamentul astmului bronşic,,"Glaxo Wellcome UK Ltd (prod.: Glaxo Wellcome SA, Spania)",Glaxo Wellcome,Marea Britanie
71,FLUTICASONUM,,,712003,,Flixotide™ Evohaler™,R03BA05,Full,Pentru tratamentul astmului bronşic la copii 0-18 ani,,"Glaxo Wellcome UK Ltd (prod.: Glaxo Wellcome SA, Spania)",Glaxo Wellcome,Marea Britanie
862,FLUTICASONUM,232,,8621003,2322003,Flixotide™ Evohaler™,R03BA05,Full,pentru tratamentul episodic,,"Glaxo Wellcome UK Ltd (prod.: Glaxo Wellcome SA, Spania)",Glaxo Wellcome,Marea Britanie
817,CEFUROXIMUM,225,,8172003,2252003,Zinnat®,J01DC02,Full,pentru tratamentul episodic,,"Glaxo Wellcome UK Ltd, Marea Britanie(PROD: Glaxo Operations UK Limited (Glaxo Wellcome Operations), Marea Britanie; )",Glaxo Wellcome,Marea Britanie
817,CEFUROXIMUM,225,,8173005,2253005,Zinnat®,J01DC02,Full,pentru tratamentul episodic,,"Glaxo Wellcome UK Ltd, Marea Britanie(PROD: Glaxo Operations UK Limited (Glaxo Wellcome Operations), Marea Britanie; )",Glaxo Wellcome,Marea Britanie
,CEFUROXIMUM,225,,,2251001,Zinnat®,J01DC02,Full,pentru tratamentul episodic,,"Glaxo Wellcome UK Ltd, Marea Britanie(PROD: Glaxo Operations UK Limited (Glaxo Wellcome Operations), Marea Britanie; )",Glaxo Wellcome,Marea Britanie
808,AZITHROMYCINUM,229,,8083003,2293003,Azimac®,J01FA10,Full,pentru tratamentul episodic,,GM Pharmaceuticals Ltd.,GM Pharmaceuticals,Georgia
808,AZITHROMYCINUM,229,,8084006,2294006,Azimac®,J01FA10,Full,pentru tratamentul episodic,,GM Pharmaceuticals Ltd.,GM Pharmaceuticals,Georgia
998,CETIRIZINUM,,,9982001,,Aler-G,R06AE07,Full,Pentru tratamentul epidermolizei buloase,,GM Pharmaceuticals Ltd.,GM Pharmaceuticals,Georgia
839,NIMESULIDUM,939,,8392006,9392006,Suaron®,M01AX17,Full,pentru tratamentul episodic,,GM Pharmaceuticals Ltd.,GM Pharmaceuticals,Georgia
,CETIRIZINUM,903,,,9031001,Aler-G,R06AE07,Full,pentru tratamentul episodic (rinite alergice sezoniere și perene),,"GM Pharmaceuticals Ltd. , Georgia(PROD: GM Pharmaceuticals Ltd., Georgia; )",GM Pharmaceuticals,Georgia
61,ROSUVASTATINUM,,,612016,,Zetor,C10AA07,Partial,Pentru tratamentul maladiilor cardiovasculare,,"GM Pharmaceuticals Ltd. , Georgia(PROD: GM Pharmaceuticals Ltd., Georgia; )",GM Pharmaceuticals,Georgia
61,ROSUVASTATINUM,,,613014,,Zetor,C10AA07,Partial,Pentru tratamentul maladiilor cardiovasculare,,"GM Pharmaceuticals Ltd. , Georgia(PROD: GM Pharmaceuticals Ltd., Georgia; )",GM Pharmaceuticals,Georgia
829,SUMATRIPTANUM,,,8291001,,Migralgin,N02CC01,Full,pentru tratamentul episodic,,"GM Pharmaceuticals Ltd. , Georgia(PROD: GM Pharmaceuticals Ltd., Georgia; )",GM Pharmaceuticals,Georgia
829,SUMATRIPTANUM,,,8291002,,Migralgin,N02CC01,Full,pentru tratamentul episodic,,"GM Pharmaceuticals Ltd. , Georgia(PROD: GM Pharmaceuticals Ltd., Georgia; )",GM Pharmaceuticals,Georgia
812,CEFTRIAXONUM,912,,8125004,9125004,Peo cu Lidocaină,J01DD04,Full,pentru tratamentul episodic,,"GM Pharmaceuticals Ltd. (prod.: GM Pharmaceuticals Ltd., Georgia; Laboratorio REIG JOFRE S.A., Spania)",GM Pharmaceuticals,Georgia
382,DESLORATADIINUM,,,3823001,,Loranex,R06AX27,Full,Pentru tratamentul epidermolizei buloase,,"GM Pharmaceuticals Ltd. (prod.: Laboratorios Basi - Industria Farmaceutica, S.A., Portugalia)",GM Pharmaceuticals,Georgia
,AZITHROMYCINUM,229,,,2292011,Azimac,J01FA10,Full,pentru tratamentul episodic,,"GM Pharmaceuticals Ltd., Georgia",GM Pharmaceuticals,Georgia
72,RIVAROXABANUM,,,721002,,Rivarox,B01AF01,Partial,Pentru tratamentul maladiilor cardiovasculare,,"GM Pharmaceuticals Ltd., Georgia(PROD: Combino Pharm (Malta) Ltd., Malta; )",GM Pharmaceuticals,Georgia
72,RIVAROXABANUM,,,722002,,Rivarox,B01AF01,Partial,Pentru tratamentul maladiilor cardiovasculare,,"GM Pharmaceuticals Ltd., Georgia(PROD: Combino Pharm (Malta) Ltd., Malta; )",GM Pharmaceuticals,Georgia
72,RIVAROXABANUM,,,723002,,Rivarox,B01AF01,Partial,Pentru tratamentul maladiilor cardiovasculare,,"GM Pharmaceuticals Ltd., Georgia(PROD: Combino Pharm (Malta) Ltd., Malta; )",GM Pharmaceuticals,Georgia
272,RIVAROXABANUM,,,2721002,,Rivarox,B01AF01,Full,Pentru tratament şi profilaxie la copii de vîrsta 0-18 ani,,"GM Pharmaceuticals Ltd., Georgia(PROD: Combino Pharm (Malta) Ltd., Malta; )",GM Pharmaceuticals,Georgia
272,RIVAROXABANUM,,,2722002,,Rivarox,B01AF01,Full,Pentru tratament şi profilaxie la copii de vîrsta 0-18 ani,,"GM Pharmaceuticals Ltd., Georgia(PROD: Combino Pharm (Malta) Ltd., Malta; )",GM Pharmaceuticals,Georgia
272,RIVAROXABANUM,,,2723011,,Rivarox,B01AF01,Full,Pentru tratament şi profilaxie la copii de vîrsta 0-18 ani,,"GM Pharmaceuticals Ltd., Georgia(PROD: Combino Pharm (Malta) Ltd., Malta; )",GM Pharmaceuticals,Georgia
14,ACIDUM URSODEOXYCHOLICUM,,,142006,,Ursomac,A05AA02,Partial,Pentru tratamentul maladiilor aparatului digestiv,,"GM Pharmaceuticals Ltd., Georgia(PROD: GM Pharmaceuticals Ltd., Georgia; )",GM Pharmaceuticals,Georgia
382,DESLORATADIINUM,,,3822010,,Loranex,R06AX27,Full,Pentru tratamentul epidermolizei buloase,,"GM Pharmaceuticals Ltd., Georgia(PROD: GM Pharmaceuticals Ltd., Georgia; )",GM Pharmaceuticals,Georgia
35,OMEPRAZOLUM,941,,351029,9411029,Omezole-20-Gracure,A02BC01,Full,pentru tratamentul episodic,,Gracure Pharmaceuticals Ltd.,Gracure Pharmaceuticals,India
998,CETIRIZINUM,,,9982009,,Stim,R06AE07,Full,Pentru tratamentul epidermolizei buloase,,"Gracure Pharmaceuticals Ltd., India(PROD: Gracure Pharmaceuticals Ltd., India; )",Gracure Pharmaceuticals,India
,CETIRIZINUM,903,,,9031006,Stim,R06AE07,Full,pentru tratamentul episodic (rinite alergice sezoniere și perene),,"Gracure Pharmaceuticals Ltd., India(PROD: Gracure Pharmaceuticals Ltd., India; )",Gracure Pharmaceuticals,India
14,ACIDUM URSODEOXYCHOLICUM,,,141015,,Grinterol®,A05AA02,Partial,Pentru tratamentul maladiilor aparatului digestiv,,"Grindeks Rus SRL (prod.: Grindeks SA, Letonia)",Grindeks,Rusia
14,ACIDUM URSODEOXYCHOLICUM,,,141015,,Grinterol®,A05AA02,Partial,Pentru tratamentul maladiilor aparatului digestiv,,"Grindeks Rus SRL (prod.: Grindeks SA, Letonia)",Grindeks,Rusia
54,CARVEDILOLUM,,,541006,,Karvidil®,C07AG02,Partial,Pentru tratamentul maladiilor cardiovasculare,,Grindeks SA,Grindeks,Letonia
54,CARVEDILOLUM,,,542005,,Karvidil®,C07AG02,Partial,Pentru tratamentul maladiilor cardiovasculare,,Grindeks SA,Grindeks,Letonia
54,CARVEDILOLUM,,,543006,,Karvidil®,C07AG02,Partial,Pentru tratamentul maladiilor cardiovasculare,,Grindeks SA,Grindeks,Letonia
383,DEXPANTHENOLUM,,,3833003,,Recreol®,D03AX03,Full,Pentru tratamentul epidermolizei buloase,,Grindeks SA,Grindeks,Letonia
383,DEXPANTHENOLUM,,,3833005,,Recreol®,D03AX03,Full,Pentru tratamentul epidermolizei buloase,,Grindeks SA,Grindeks,Letonia
507,DIAZEPAMUM,,,5071002,,Diazepeks®,N05BA01,Full,Pentru tratamentul bolilor psihice,,Grindeks SA,Grindeks,Letonia
,DIAZEPAMUM,236,,,2361002,Diazepeks®,N05BA01,Full,pentru tratamentul episodic,,Grindeks SA,Grindeks,Letonia
412,DIAZEPAMUM,,,4121001,,Diazepeks®,N05BA01,Full,Pentru tratamentul în Îngrijiri paliative,,Grindeks SA,Grindeks,Letonia
,IBUPROFENUM,997,,,9973004,Ibuprofen Grindex,M01AE01,Full,pentru tratamentul episodic,,Grindeks SA,Grindeks,Letonia
,IBUPROFENUM,997,,,9973004,Ibuprofen Grindex,M01AE01,Full,pentru tratamentul episodic,,Grindeks SA,Grindeks,Letonia
414,IBUPROFENUM,,,4143004,,Ibuprofen Grindex,M01AE01,Full,Pentru tratamentul în Îngrijiri paliative,,Grindeks SA,Grindeks,Letonia
414,IBUPROFENUM,,,4143004,,Ibuprofen Grindex,M01AE01,Full,Pentru tratamentul în Îngrijiri paliative,,Grindeks SA,Grindeks,Letonia
8,LISINOPRILUM,,,83012,,Lisinopril Grindeks,C09AA03,Partial,Pentru tratamentul maladiilor cardiovasculare,,Grindeks SA,Grindeks,Letonia
8,LISINOPRILUM,,,84008,,Lisinopril Grindeks,C09AA03,Partial,Pentru tratamentul maladiilor cardiovasculare,,Grindeks SA,Grindeks,Letonia
516,RISPERIDONUM,,,5162003,,Rispaxol®,N05AX08,Full,Pentru tratamentul bolilor psihice,,Grindeks SA,Grindeks,Letonia
516,RISPERIDONUM,,,5162003,,Rispaxol®,N05AX08,Full,Pentru tratamentul bolilor psihice,,Grindeks SA,Grindeks,Letonia
516,RISPERIDONUM,,,5163003,,Rispaxol®,N05AX08,Full,Pentru tratamentul bolilor psihice,,Grindeks SA,Grindeks,Letonia
516,RISPERIDONUM,,,5163003,,Rispaxol®,N05AX08,Full,Pentru tratamentul bolilor psihice,,Grindeks SA,Grindeks,Letonia
