,name,source
2275,"ADRENALINUM C3, ADRENALINUM C4, ADRENALINUM C5, ADRENALINUM C6, ADRENALINUM C7, ADRENALINUM C9, ADRENALINUM C12, ADRENALINUM C15, ADRENALINUM C30, ADRENALINUM C100, ADRENALINUM C200, ADRENALINUM D4, ADRENALINUM D6, ADRENALINUM D8, ADRENALINUM D12, ADRENALINUM D30, ADRENALINUM K200, ADRENALINUM K1000, ADRENALINUM K10000",ES
2537,"ADULARIA C30, ADULARIA C170, ADULARIA K50000, ADULARIA K500000, ADULARIA K700000",ES
1207,AESCULUS HIPPOCASTANUM,ES
3028,"AESCULUS HIPPOCASTANUM C3, KRAMERIA TRIANDRA C3, HAMAMELIS VIRGINIANA D1, PAEONIA OFFICINALIS D1",ES
3037,"AESCULUS HIPPOCASTANUM C3, KRAMERIA TRIANDRA C3, HAMAMELIS VIRGINIANA D1, PAEONIA OFFICINALIS TINTURA MADRE, ADRENALINUM D3",ES
3005,"AESCULUS HIPPOCASTANUM C4, HAMAMELIS VIRGINIANA C4, HYDRASTIS CANADENSIS C4, VIBURNUM PRUNIFOLIUM C4",ES
3154,"AESCULUS HIPPOCASTANUM D30, HAMAMELIS VIRGINIANA D6, PULSATILLA D30, SECALE CORNUTUM D30, VIPERA BERUS D12, SILYBUM MARIANUM D12",ES
3017,"AESCULUS HIPPOCASTANUM D6, ACIDUM HYDROFLUORICUM C3, ECHINACEA C3, HAMAMELIS VIRGINIANA C3, PULSATILLA PRATENSIS C3, CORYLUS AVELLANA D6, TUSSILAGO FARFARA C3, VIBURNUM PRUNIFOLIUM C3",ES
2283,"AESCULUS HIPPOCASTANUM D6, AESCULUS HIPPOCASTANUM D30, AESCULUS HIPPOCASTANUM D4, AESCULUS HIPPOCASTANUM C3, AESCULUS HIPPOCASTANUM C4, AESCULUS HIPPOCASTANUM C5, AESCULUS HIPPOCASTANUM C6, AESCULUS HIPPOCASTANUM C7, AESCULUS HIPPOCASTANUM C9, AESCULUS HIPPOCASTANUM C12, AESCULUS HIPPOCASTANUM C15, AESCULUS HIPPOCASTANUM C30, AESCULUS HIPPOCASTANUM C100, AESCULUS HIPPOCASTANUM C200, AESCULUS HIPPOCASTANUM D8, AESCULUS HIPPOCASTANUM D12, AESCULUS HIPPOCASTANUM K200, AESCULUS HIPPOCASTANUM K1000, AESCULUS HIPPOCASTANUM K10000",ES
2285,"AESCULUS HIPPOCASTANUM D6, AESCULUS HIPPOCASTANUM D4, AESCULUS HIPPOCASTANUM C5, AESCULUS HIPPOCASTANUM C6, AESCULUS HIPPOCASTANUM C7, AESCULUS HIPPOCASTANUM C9, AESCULUS HIPPOCASTANUM C12, AESCULUS HIPPOCASTANUM C15, AESCULUS HIPPOCASTANUM C30, AESCULUS HIPPOCASTANUM C200",ES
2949,"AESCULUS HIPPOCASTANUM D6, AVENA SATIVA D4, CINCHONA PUBESCENS D6, CONIUM MACULATUM C9, CONIUM MACULATUM D6, GELSEMIUM SEMPERVIRENS D6, KALIUM PHOSPHORICUM C4, RUTA GRAVEOLENS D6, ANAMIRTA COCCULUS D10",ES
2286,"AETHUSA CYNAPIUM C3, AETHUSA CYNAPIUM C4, AETHUSA CYNAPIUM C5, AETHUSA CYNAPIUM C6, AETHUSA CYNAPIUM C7, AETHUSA CYNAPIUM C9, AETHUSA CYNAPIUM C12, AETHUSA CYNAPIUM C15, AETHUSA CYNAPIUM C30, AETHUSA CYNAPIUM C100, AETHUSA CYNAPIUM C200, AETHUSA CYNAPIUM D4, AETHUSA CYNAPIUM D6, AETHUSA CYNAPIUM D8, AETHUSA CYNAPIUM D12, AETHUSA CYNAPIUM D30, AETHUSA CYNAPIUM K200, AETHUSA CYNAPIUM K1000, AETHUSA CYNAPIUM K10000",ES
1764,AFAMELANOTIDA,ES
1407,AFATINIB,ES
1346,AFLIBERCEPT,ES
561,AGALSIDASA ALFA,ES
2924,AGALSIDASA BETA,ES
2173,AGNI CASTI FRUTO EXTRACTO SECO,ES
3223,AGNUS CASTUS EXTO SECO,ES
137,AGOMELATINA,ES
341,AGOMELATINA ACIDO CITRICO,ES
2290,"AGRAPHIS NUTANS C3, AGRAPHIS NUTANS C4, AGRAPHIS NUTANS C5, AGRAPHIS NUTANS C6, AGRAPHIS NUTANS C7, AGRAPHIS NUTANS C9, AGRAPHIS NUTANS C12, AGRAPHIS NUTANS C15, AGRAPHIS NUTANS C30, AGRAPHIS NUTANS C100, AGRAPHIS NUTANS C200, AGRAPHIS NUTANS D6, AGRAPHIS NUTANS D8, AGRAPHIS NUTANS D12, AGRAPHIS NUTANS D30, AGRAPHIS NUTANS K200, AGRAPHIS NUTANS K1000, AGRAPHIS NUTANS K10000",ES
100,AGUA PARA PREPARACIONES INYECTABLES,ES
1174,"AGUA PARA PREPARACIONES INYECTABLES, CABAZITAXEL",ES
822,"AGUA PARA PREPARACIONES INYECTABLES, MECASERMINA",ES
2291,"AILANTHUS ALTISSIMA C3, AILANTHUS ALTISSIMA C4, AILANTHUS ALTISSIMA C5, AILANTHUS ALTISSIMA C6, AILANTHUS ALTISSIMA C7, AILANTHUS ALTISSIMA C9, AILANTHUS ALTISSIMA C12, AILANTHUS ALTISSIMA C15, AILANTHUS ALTISSIMA C30, AILANTHUS ALTISSIMA C100, AILANTHUS ALTISSIMA C200, AILANTHUS ALTISSIMA D6, AILANTHUS ALTISSIMA D8, AILANTHUS ALTISSIMA D12, AILANTHUS ALTISSIMA D30, AILANTHUS ALTISSIMA K200, AILANTHUS ALTISSIMA K1000, AILANTHUS ALTISSIMA K10000",ES
784,AIRE AMBIENTAL,ES
3530,"ALANTOINA, DEXCLORFENIRAMINA MALEATO",ES
1296,ALBENDAZOL,ES
65,ALBENDAZOLUM,MD
940,ALBUMINA HUMANA,ES
1003,"ALBUMINA, PROTEINA PLASMATICA HUMANA",ES
1719,ALBUTREPENONACOG ALFA,ES
3469,"ALCANFOR, MENTOL",ES
3687,"ALCANFOR, SALICILATO DIETILAMINA, MENTOL",ES
957,"ALCANFOR, SALICILATO METILO, MENTOL, ESENCIA TREMENTINA",ES
3543,"ALCANFOR, SALICILICO ACIDO, SALICILATO METILO, NICOTINATO METILO, MENTOL",ES
1859,"ALCANFOR, TIMOL, ESENCIA EUCALIPTO, MENTOL, ESENCIA TREMENTINA",ES
34,ALDESLEUCINA,ES
1760,ALECTINIB HIDROCLORURO,ES
1474,ALEMTUZUMAB,ES
732,ALENDRONATO SODIO,ES
589,ALENDRONATO SODIO TRIHIDRATO,ES
618,ALENDRONICO ACIDO,ES
749,"ALENDRONICO ACIDO, COLECALCIFEROL",ES
2292,"ALETRIS FARINOSA C3, ALETRIS FARINOSA C4, ALETRIS FARINOSA C5, ALETRIS FARINOSA C6, ALETRIS FARINOSA C7, ALETRIS FARINOSA C9, ALETRIS FARINOSA C12, ALETRIS FARINOSA C15, ALETRIS FARINOSA C30, ALETRIS FARINOSA C100, ALETRIS FARINOSA C200, ALETRIS FARINOSA D4, ALETRIS FARINOSA D6, ALETRIS FARINOSA D8, ALETRIS FARINOSA D12, ALETRIS FARINOSA D30, ALETRIS FARINOSA K200, ALETRIS FARINOSA K1000, ALETRIS FARINOSA K10000",ES
728,ALFA-1-ANTITRIPSINA,ES
1191,ALFACALCIDOL,ES
2317,"ALFALFA C3, ALFALFA C4, ALFALFA C5, ALFALFA C6, ALFALFA C7, ALFALFA C9, ALFALFA C12, ALFALFA C15, ALFALFA C30, ALFALFA C100, ALFALFA C200, ALFALFA D4, ALFALFA D6, ALFALFA D8, ALFALFA D12, ALFALFA D30, ALFALFA K1000, ALFALFA K10000, ALFALFA K200",ES
654,ALFUZOSINA HIDROCLORURO,ES
667,ALGLUCOSIDASA ALFA,ES
2098,ALIMEMAZINA TARTRATO,ES
1631,ALIROCUMAB,ES
143,ALISKIRENO,ES
944,ALITRETINOINA,ES
2318,"ALLIUM CEPA C12, ALLIUM CEPA C3, ALLIUM CEPA C4, ALLIUM CEPA C5, ALLIUM CEPA C6, ALLIUM CEPA C7, ALLIUM CEPA C9, ALLIUM CEPA C15, ALLIUM CEPA C30, ALLIUM CEPA C100, ALLIUM CEPA C200, ALLIUM CEPA D4, ALLIUM CEPA D6, ALLIUM CEPA D8, ALLIUM CEPA D12, ALLIUM CEPA D30, ALLIUM CEPA K200, ALLIUM CEPA K1000, ALLIUM CEPA K10000",ES
2295,"ALLIUM CEPA C4, ALLIUM CEPA C5, ALLIUM CEPA C6, ALLIUM CEPA C7, ALLIUM CEPA C9, ALLIUM CEPA C15, ALLIUM CEPA C30, ALLIUM CEPA C200, ALLIUM CEPA K200, ALLIUM CEPA K1000, ALLIUM CEPA C170, ALLIUM CEPA LM6",ES
2294,"ALLIUM SATIVUM C3, ALLIUM SATIVUM C4, ALLIUM SATIVUM C5, ALLIUM SATIVUM C6, ALLIUM SATIVUM C7, ALLIUM SATIVUM C9, ALLIUM SATIVUM C12, ALLIUM SATIVUM C15, ALLIUM SATIVUM C30, ALLIUM SATIVUM C100, ALLIUM SATIVUM C200, ALLIUM SATIVUM D4, ALLIUM SATIVUM D6, ALLIUM SATIVUM D8, ALLIUM SATIVUM D12, ALLIUM SATIVUM D30, ALLIUM SATIVUM K200, ALLIUM SATIVUM K1000, ALLIUM SATIVUM K10000",ES
69,ALLOPURINOLUM,MD
2319,"ALLOXANUM C3, ALLOXANUM C4, ALLOXANUM C5, ALLOXANUM C6, ALLOXANUM C7, ALLOXANUM C9, ALLOXANUM C12, ALLOXANUM C15, ALLOXANUM C30, ALLOXANUM C100, ALLOXANUM C200, ALLOXANUM D6, ALLOXANUM D8, ALLOXANUM D12, ALLOXANUM D30, ALLOXANUM K200, ALLOXANUM K1000, ALLOXANUM K10000",ES
358,ALMAGATO,ES
1348,ALMOTRIPTAN,ES
2296,"ALOE C3, ALOE C4, ALOE C5, ALOE C6, ALOE C7, ALOE C9, ALOE C12, ALOE C15, ALOE C30, ALOE C100, ALOE C200, ALOE D4, ALOE D6, ALOE D8, ALOE D12, ALOE D30, ALOE K200, ALOE K1000, ALOE K10000",ES
1480,ALOGLIPTINA,ES
253,ALOPURINOL,ES
2086,ALPELISIB,ES
2087,"ALPELISIB, ALPELISIB",ES
38,ALPRAZOLAM,ES
283,ALPROSTADIL,ES
3237,ALTEPLASA,ES
2011,"ALTHAEA OFFICINALIS L. EXTRACTO SECO, PLANTAGO LANCEOLATA L. EXTRACTO SECO, TILIA CORDATA MILLER, TILIA PLATYPHYLLOS SCOP., TILIA X VULGARIS HEYNE, FLOR",ES
3461,"ALTHAEA OFFICINALIS L. EXTRACTO SECO, TOMILLO EXTRACTO SECO",ES
1519,"ALTIZIDA, ESPIRONOLACTONA",ES
2538,"ALUMINIUM OXYDATUM C170, ALUMINIUM OXYDATUM K700000, ALUMINIUM OXYDATUM LM1, ALUMINIUM OXYDATUM LM3, ALUMINIUM OXYDATUM LM6, ALUMINIUM OXYDATUM LM9, ALUMINIUM OXYDATUM LM12, ALUMINIUM OXYDATUM LM15, ALUMINIUM OXYDATUM LM18, ALUMINIUM OXYDATUM LM21, ALUMINIUM OXYDATUM LM24, ALUMINIUM OXYDATUM LM27, ALUMINIUM OXYDATUM LM30",ES
2297,"ALUMINIUM OXYDATUM C4, ALUMINIUM OXYDATUM C5, ALUMINIUM OXYDATUM C7, ALUMINIUM OXYDATUM C9, ALUMINIUM OXYDATUM C30, ALUMINIUM OXYDATUM C200, ALUMINIUM OXYDATUM K200, ALUMINIUM OXYDATUM K1000, ALUMINIUM OXYDATUM K10000, ALUMINIUM OXYDATUM C15, ALUMINIUM OXYDATUM LM3, ALUMINIUM OXYDATUM LM6, ALUMINIUM OXYDATUM K100000, ALUMINIUM OXYDATUM K500000",ES
2321,"ALUMINIUM OXYDATUM D12, ALUMINIUM OXYDATUM C3, ALUMINIUM OXYDATUM C4, ALUMINIUM OXYDATUM C5, ALUMINIUM OXYDATUM C6, ALUMINIUM OXYDATUM C7, ALUMINIUM OXYDATUM C9, ALUMINIUM OXYDATUM C12, ALUMINIUM OXYDATUM C30, ALUMINIUM OXYDATUM C100, ALUMINIUM OXYDATUM C200, ALUMINIUM OXYDATUM D6, ALUMINIUM OXYDATUM D8, ALUMINIUM OXYDATUM D30, ALUMINIUM OXYDATUM K200, ALUMINIUM OXYDATUM K1000, ALUMINIUM OXYDATUM K10000, ALUMINIUM OXYDATUM C15",ES
3135,"ALUMINIUM OXYDATUM D12, CAUSTICUM HAHNEMANNI D4, LYTTA VESICATORIA D5, PLUMBUM ACETICUM D6, SERENOA REPENS D2, BERBERIS VULGARIS D2",ES
2288,"AMANITA MUSCARIA C3, AMANITA MUSCARIA C4, AMANITA MUSCARIA C5, AMANITA MUSCARIA C6, AMANITA MUSCARIA C7, AMANITA MUSCARIA C9, AMANITA MUSCARIA C12, AMANITA MUSCARIA C15, AMANITA MUSCARIA C30, AMANITA MUSCARIA C100, AMANITA MUSCARIA C200, AMANITA MUSCARIA D6, AMANITA MUSCARIA D8, AMANITA MUSCARIA D12, AMANITA MUSCARIA D30, AMANITA MUSCARIA K200, AMANITA MUSCARIA K1000, AMANITA MUSCARIA K10000",ES
2287,"AMANITA MUSCARIA C5, AMANITA MUSCARIA C7, AMANITA MUSCARIA C9, AMANITA MUSCARIA C15, AMANITA MUSCARIA C30, AMANITA MUSCARIA C200, AMANITA MUSCARIA K200, AMANITA MUSCARIA K1000, AMANITA MUSCARIA K10000, AMANITA MUSCARIA LM3, AMANITA MUSCARIA LM6, AMANITA MUSCARIA LM12",ES
1904,AMANTADINA HIDROCLORURO,ES
2990,"AMBRA GRISEA C4, AMBRA GRISEA C5, AMBRA GRISEA C6, AMBRA GRISEA C7, AMBRA GRISEA C9, AMBRA GRISEA C12, AMBRA GRISEA C15, AMBRA GRISEA C30, AMBRA GRISEA C100, AMBRA GRISEA C200, AMBRA GRISEA D8, AMBRA GRISEA D12, AMBRA GRISEA D30, AMBRA GRISEA K200, AMBRA GRISEA K1000, AMBRA GRISEA K10000",ES
3137,"AMBRA GRISEA D6, ANAMIRTA COCCULUS D4, CONIUM MACULATUM D3, PETROLEUM RECTIFICATUM D8",ES
870,AMBRISENTAN,ES
2320,"AMBROSIA ARTEMISIAEFOLIA C3, AMBROSIA ARTEMISIAEFOLIA C4, AMBROSIA ARTEMISIAEFOLIA C5, AMBROSIA ARTEMISIAEFOLIA C6, AMBROSIA ARTEMISIAEFOLIA C7, AMBROSIA ARTEMISIAEFOLIA C9, AMBROSIA ARTEMISIAEFOLIA C12, AMBROSIA ARTEMISIAEFOLIA C15, AMBROSIA ARTEMISIAEFOLIA C30, AMBROSIA ARTEMISIAEFOLIA C100, AMBROSIA ARTEMISIAEFOLIA C200, AMBROSIA ARTEMISIAEFOLIA D4, AMBROSIA ARTEMISIAEFOLIA D6, AMBROSIA ARTEMISIAEFOLIA D8, AMBROSIA ARTEMISIAEFOLIA D12, AMBROSIA ARTEMISIAEFOLIA D30, AMBROSIA ARTEMISIAEFOLIA K200, AMBROSIA ARTEMISIAEFOLIA K1000, AMBROSIA ARTEMISIAEFOLIA K10000",ES
3564,AMBROXOL,ES
729,AMBROXOL HIDROCLORURO,ES
50,AMBROXOLUM,MD
690,AMFOTERICINA B,ES
1698,"AMIDOTRIZOATO CALCIO, AMIDOTRIZOATO SODIO, AMIDOTRIZOATO MEGLUMINA",ES
3559,AMIDOTRIZOATO MEGLUMINA,ES
1264,"AMIDOTRIZOATO SODIO, AMIDOTRIZOATO MEGLUMINA",ES
1576,AMIFAMPRIDINA,ES
360,AMIKACINA SULFATO,ES
3525,"AMILASA, LIPASA, DIMETICONA, PROTEASA",ES
757,"AMILASA, LIPASA, PROTEASA",ES
1710,AMINOLEVULINATO METILO,ES
1454,AMINOLEVULINICO ACIDO,ES
902,AMINOLEVULINICO HIDROCLORURO,ES
166,AMINOPHYLLINUM,MD
1225,AMIODARONA HIDROCLORURO,ES
37,AMIODARONUM,MD
657,AMISULPRIDA,ES
448,AMITRIPTILINA,ES
3361,AMITRIPTILINA HIDROCLORURO,ES
167,AMITRIPTYLINUM,MD
2197,AMIVANTAMAB,ES
104,AMLODIPINO BESILATO,ES
1408,"AMLODIPINO BESILATO, ATORVASTATINA CALCICA",ES
1877,"AMLODIPINO BESILATO, CANDESARTAN CILEXETILO",ES
153,"AMLODIPINO BESILATO, OLMESARTAN MEDOXOMILO",ES
1597,"AMLODIPINO BESILATO, PERINDOPRIL  ARGININA",ES
2091,"AMLODIPINO BESILATO, ROSUVASTATINA  CALCICA",ES
30,AMLODIPINUM,MD
5,AMLODIPINUM+VALSARTANUM,MD
3111,"AMMONIUM BROMATUM D4, CUPRUM SULFURICUM D6, MAGNESIUM PHOSPHORICUM D6, PASSIFLORA INCARNATA D2, ACONITUM NAPELLUS D6, ATROPINUM SULFURICUM D6, AMANITA MUSCARIA D4, CITRULLUS COLOCYNTHIS D4, GELSEMIUM SEMPERVIRENS D6, VERATRUM ALBUM D6, MATRICARIA RECUTITA D3",ES
2322,"AMMONIUM CARBONICUM C3, AMMONIUM CARBONICUM C4, AMMONIUM CARBONICUM C5, AMMONIUM CARBONICUM C6, AMMONIUM CARBONICUM C7, AMMONIUM CARBONICUM C9, AMMONIUM CARBONICUM C12, AMMONIUM CARBONICUM C15, AMMONIUM CARBONICUM C30, AMMONIUM CARBONICUM C100, AMMONIUM CARBONICUM C200, AMMONIUM CARBONICUM D6, AMMONIUM CARBONICUM D8, AMMONIUM CARBONICUM D12, AMMONIUM CARBONICUM D30, AMMONIUM CARBONICUM K200, AMMONIUM CARBONICUM K1000, AMMONIUM CARBONICUM K10000",ES
2324,"AMMONIUM CHLORATUM D8, AMMONIUM CHLORATUM C3, AMMONIUM CHLORATUM C4, AMMONIUM CHLORATUM C5, AMMONIUM CHLORATUM C6, AMMONIUM CHLORATUM C7, AMMONIUM CHLORATUM C9, AMMONIUM CHLORATUM C12, AMMONIUM CHLORATUM C15, AMMONIUM CHLORATUM C30, AMMONIUM CHLORATUM C100, AMMONIUM CHLORATUM C200, AMMONIUM CHLORATUM D4, AMMONIUM CHLORATUM D6, AMMONIUM CHLORATUM D12, AMMONIUM CHLORATUM D30, AMMONIUM CHLORATUM K200, AMMONIUM CHLORATUM K1000, AMMONIUM CHLORATUM K10000",ES
2323,"AMMONIUM PHOSPHORICUM C3, AMMONIUM PHOSPHORICUM C4, AMMONIUM PHOSPHORICUM C5, AMMONIUM PHOSPHORICUM C6, AMMONIUM PHOSPHORICUM C7, AMMONIUM PHOSPHORICUM C9, AMMONIUM PHOSPHORICUM C12, AMMONIUM PHOSPHORICUM C15, AMMONIUM PHOSPHORICUM C30, AMMONIUM PHOSPHORICUM C100, AMMONIUM PHOSPHORICUM C200, AMMONIUM PHOSPHORICUM D4, AMMONIUM PHOSPHORICUM D6, AMMONIUM PHOSPHORICUM D8, AMMONIUM PHOSPHORICUM D12, AMMONIUM PHOSPHORICUM D30, AMMONIUM PHOSPHORICUM K200, AMMONIUM PHOSPHORICUM K1000, AMMONIUM PHOSPHORICUM K10000",ES
747,AMOROLFINA HIDROCLORURO,ES
395,AMOXICILINA,ES
8,"AMOXICILINA SODICA, CLAVULANATO POTASIO",ES
26,AMOXICILINA TRIHIDRATO,ES
1359,"AMOXICILINA TRIHIDRATO, BROMHEXINA",ES
1360,"AMOXICILINA TRIHIDRATO, BROMHEXINA HIDROCLORURO",ES
7,"AMOXICILINA TRIHIDRATO, CLAVULANATO POTASIO",ES
457,"AMOXICILINA TRIHIDRATO, CLAVULANATO POTASIO DILUIDO CON CELULOSA MICROCRISTALINA",ES
431,"AMOXICILINA TRIHIDRATO, CLAVULANATO POTASIO DILUIDO CON SILICE COLOIDAL HIDRATADA",ES
18,"AMOXICILINA TRIHIDRATO, CLAVULANICO ACIDO",ES
17,"AMOXICILINA, CLAVULANICO ACIDO",ES
17,AMOXICILLINUM,MD
14,AMOXICILLINUM+ACIDUM CLAVULANICUM,MD
214,AMPICILINA SODICA,ES
3249,"AMPICILINA SODICA, SULBACTAM SODICO",ES
686,AMPICILINA TRIHIDRATO,ES
18,AMPICILLINUM,MD
2327,"AMYLIUM NITROSUM C3, AMYLIUM NITROSUM C4, AMYLIUM NITROSUM C5, AMYLIUM NITROSUM C6, AMYLIUM NITROSUM C7, AMYLIUM NITROSUM C9, AMYLIUM NITROSUM C12, AMYLIUM NITROSUM C15, AMYLIUM NITROSUM C30, AMYLIUM NITROSUM D6, AMYLIUM NITROSUM D8, AMYLIUM NITROSUM D12, AMYLIUM NITROSUM D30, AMYLIUM NITROSUM K200, AMYLIUM NITROSUM K1000, AMYLIUM NITROSUM K10000, AMYLIUM NITROSUM C100, AMYLIUM NITROSUM C200",ES
2333,"ANAGALLIS ARVENSIS C3, ANAGALLIS ARVENSIS C4, ANAGALLIS ARVENSIS C5, ANAGALLIS ARVENSIS C6, ANAGALLIS ARVENSIS C7, ANAGALLIS ARVENSIS C9, ANAGALLIS ARVENSIS C12, ANAGALLIS ARVENSIS C15, ANAGALLIS ARVENSIS C30, ANAGALLIS ARVENSIS C100, ANAGALLIS ARVENSIS C200, ANAGALLIS ARVENSIS D4, ANAGALLIS ARVENSIS D6, ANAGALLIS ARVENSIS D8, ANAGALLIS ARVENSIS D12, ANAGALLIS ARVENSIS D30, ANAGALLIS ARVENSIS K200, ANAGALLIS ARVENSIS K1000, ANAGALLIS ARVENSIS K10000",ES
1836,ANAGRELIDA,ES
533,ANAGRELIDA HIDROCLORURO,ES
1828,ANAGRELIDA HIDROCLORURO MONOHIDRATO,ES
1568,ANAKINRA,ES
3033,"ANAMIRTA COCCULUS C4, PETROLEUM RECTIFICATUM C4, NICOTIANA TABACUM C4, STRYCHNOS NUX-VOMICA C4",ES
2263,"ANAMIRTA COCCULUS C5, ANAMIRTA COCCULUS C7, ANAMIRTA COCCULUS C9, ANAMIRTA COCCULUS C15, ANAMIRTA COCCULUS C30, ANAMIRTA COCCULUS C200, ANAMIRTA COCCULUS K200, ANAMIRTA COCCULUS K1000, ANAMIRTA COCCULUS K10000, ANAMIRTA COCCULUS LM1, ANAMIRTA COCCULUS LM3, ANAMIRTA COCCULUS LM6, ANAMIRTA COCCULUS LM9, ANAMIRTA COCCULUS LM12",ES
2942,"ANAMIRTA COCCULUS C9, CONIUM MACULATUM D6, PETROLEUM RECTIFICATUM C6, NICOTIANA TABACUM D6, ANAMIRTA COCCULUS D10",ES
2521,"ANAMIRTA COCCULUS D4, ANAMIRTA COCCULUS D6, ANAMIRTA COCCULUS D8, ANAMIRTA COCCULUS C3, ANAMIRTA COCCULUS C4, ANAMIRTA COCCULUS C5, ANAMIRTA COCCULUS C6, ANAMIRTA COCCULUS C7, ANAMIRTA COCCULUS C9, ANAMIRTA COCCULUS C12, ANAMIRTA COCCULUS C15, ANAMIRTA COCCULUS C30, ANAMIRTA COCCULUS C100, ANAMIRTA COCCULUS C200, ANAMIRTA COCCULUS D12, ANAMIRTA COCCULUS D30, ANAMIRTA COCCULUS K200, ANAMIRTA COCCULUS K1000, ANAMIRTA COCCULUS K10000",ES
3051,ANAS BARBARIAE HEPATIS ET CORDIS EXTRACTUM K200,ES
248,ANASTROZOL,ES
159,ANASTROZOLUM,MD
2097,ANDEXANET ALFA,ES
3607,"ANGELICA ARCHANGELICA RAIZ, ESENCIA  PIMPINELLA ANISUM, MANZANILLA, ESENCIA DE OREGANO, CORIANDRO, ESENCIA EUCALIPTO, HISOPO OFICINAL, ESENCIA MELISSA OFICINALIS, ESENCIA ROSMARINUS OFFICINALIS, ESENCIA TOMILLO, HIERBA LUISA, TILA, ESENCIA DE AZAHAR, CANELA, NUEZ MOSCADA, ETANOL, MELISSA OFFICINALIS HOJAS, ESENCIA CANELA, ESENCIA NARANJA, ESENCIA LIMON, ESENCIA HIERBA LUISA, ESENCIA VAINILLLA, ESENCIA BERGAMOTA, ESENCIA ALMENDRAS AMARGAS, MENTA PIPERITA, ACEITE ESENCIAL DE",ES
1267,"ANGELICA ARCHANGELICA RAIZ, MATRICARIA RECUTITA L.RAUSCHERT, CARDO MARIANO, CELIDONIA  MAYOR, GLYCYRRHIZA GLABRA, MENTA PIPERITA, MELISSA OFFICINALIS HOJAS, ALCARAVEA, IBERIS AMARA",ES
3696,"ANGELICA ARCHANGELICA RAIZ, MATRICARIA RECUTITA L.RAUSCHERT, CARDO MARIANO, CELIDONIA  MAYOR, GLYCYRRHIZA GLABRA, MENTHA PULEGIUM, MENTA PIPERITA, MELISSA OFFICINALIS HOJAS, ALCARAVEA, IBERIS AMARA",ES
3247,ANGIOTENSINA II ACETATO,ES
2328,"ANGUSTURA VERA C3, ANGUSTURA VERA C4, ANGUSTURA VERA C5, ANGUSTURA VERA C6, ANGUSTURA VERA C7, ANGUSTURA VERA C9, ANGUSTURA VERA C12, ANGUSTURA VERA C15, ANGUSTURA VERA C30, ANGUSTURA VERA C100, ANGUSTURA VERA C200, ANGUSTURA VERA D4, ANGUSTURA VERA D6, ANGUSTURA VERA D8, ANGUSTURA VERA D12, ANGUSTURA VERA D30, ANGUSTURA VERA K200, ANGUSTURA VERA K1000, ANGUSTURA VERA K10000",ES
986,ANIDULAFUNGINA,ES
2211,ANIFROLUMAB,ES
3199,"ANTI-ESCHERICHIA COLI SERUM C4, ANTI-ESCHERICHIA COLI SERUM C5, ANTI-ESCHERICHIA COLI SERUM C6, ANTI-ESCHERICHIA COLI SERUM C7, ANTI-ESCHERICHIA COLI SERUM C9, ANTI-ESCHERICHIA COLI SERUM C12, ANTI-ESCHERICHIA COLI SERUM C15, ANTI-ESCHERICHIA COLI SERUM C30, ANTI-ESCHERICHIA COLI SERUM C100, ANTI-ESCHERICHIA COLI SERUM C200, ANTI-ESCHERICHIA COLI SERUM D8, ANTI-ESCHERICHIA COLI SERUM D12, ANTI-ESCHERICHIA COLI SERUM D30, ANTI-ESCHERICHIA COLI SERUM K200, ANTI-ESCHERICHIA COLI SERUM K1000, ANTI-ESCHERICHIA COLI SERUM K10000",ES
604,ANTIGENO HEPATITIS A,ES
2125,"ANTIGENO HEPATITIS A, ALUMINIO",ES
1083,"ANTIGENO HEPATITIS A, ANTIGENO SUPERFICIE HEPATITIS B",ES
220,"ANTIGENO OLIGOSACARIDO MENINGOCOCO GRUPO C, ANTIGENO OLIGOSACARIDO MENINGOCOCO GRUPO A, ANTIGENO OLIGOSACARIDO MENINGOCOCO GRUPO W135, ANTIGENO OLIGOSACARIDO MENINGOCOCO GRUPO Y",ES
251,"ANTIGENO POLISACARIDO MENINGOCOCO GR Y, ANTIGENO POLISACARIDO MENINGOCOCO GR W-135, ANTIGENO POLISACARIDO MENINGOCOCO GRUPO A, ANTIGENO POLISACARIDO MENINGOCOCO GRUPO C",ES
364,ANTIGENO RECOMBINANTE DE LA GLICOPROTEINA E (GE) DEL VIRUS DE LA VARICELA ZOSTER (VVZ),ES
605,ANTIGENO SALMONELLA TYPHI POLISACARIDO CAPSULAR VI,ES
551,ANTIGENO SUPERFICIE HEPATITIS B,ES
3610,ANTITROMBINA III,ES
493,ANTITROMBINA III HUMANA,ES
3542,"ANTRAQUINONA GLUCOSIDOS, SALICILICO ACIDO",ES
1953,APALUTAMIDA,ES
2540,"APATITE 170C, APATITE 70C, APATITE 700000K",ES
2221,"APIS MELLIFICA C4, APIS MELLIFICA C5, APIS MELLIFICA C6, APIS MELLIFICA C7, APIS MELLIFICA C9, APIS MELLIFICA C12, APIS MELLIFICA C15, APIS MELLIFICA C100, APIS MELLIFICA C200, APIS MELLIFICA D8, APIS MELLIFICA D12, APIS MELLIFICA D30, APIS MELLIFICA C30, APIS MELLIFICA K200, APIS MELLIFICA K1000, APIS MELLIFICA K10000",ES
